"imageFilename","imdbScore","Adventure","Comedy","Action","Romance","Drama","Crime","Thriller","Horror","Mystery","Documentary"
"3864024.jpg","5.7","0","1","1","0","0","0","0","0","0","0"
"119598.jpg","5.6","0","0","1","0","1","1","0","0","0","0"
"101366.jpg","5.2","1","0","1","0","0","0","0","0","0","0"
"388125.jpg","6.5","0","1","0","1","1","0","0","0","0","0"
"3619854.jpg","3.2","0","0","0","0","0","0","0","1","0","0"
"4682562.jpg","6.1","0","0","0","0","0","0","1","0","0","0"
"110632.jpg","7.3","0","0","0","0","1","1","0","0","0","0"
"117477.jpg","7.5","0","1","0","1","1","0","0","0","0","0"
"99137.jpg","6.2","0","0","0","0","1","0","0","0","0","0"
"815447.jpg","5.7","0","0","0","1","1","1","0","0","0","0"
"2056501.jpg","6.6","0","0","1","0","1","0","0","0","0","0"
"168123.jpg","7","0","1","0","0","0","0","0","0","0","0"
"2361509.jpg","7.1","0","1","0","0","1","0","0","0","0","0"
"407337.jpg","6.4","0","1","0","0","1","0","0","0","1","0"
"156807.jpg","4.3","0","1","0","0","0","0","0","0","0","0"
"228750.jpg","6.2","0","0","1","0","1","0","1","0","0","0"
"774755.jpg","5.8","0","1","0","0","1","0","0","0","0","0"
"2401223.jpg","7.3","0","0","0","0","0","0","0","0","0","1"
"1094627.jpg","7.3","0","0","0","0","1","0","0","0","0","0"
"107290.jpg","8.1","1","0","0","0","0","0","1","0","0","0"
"4819458.jpg","5.9","0","0","0","0","0","0","1","0","0","0"
"1468322.jpg","7","1","0","1","0","0","0","0","0","0","0"
"462477.jpg","7.5","0","0","0","0","1","1","0","0","0","0"
"118742.jpg","6.1","0","0","0","1","1","0","0","0","0","0"
"95489.jpg","7.3","1","0","0","0","1","0","0","0","0","0"
"1196124.jpg","3.3","0","1","1","0","0","0","0","1","0","0"
"2023694.jpg","5.4","0","1","0","0","0","0","0","0","0","0"
"160513.jpg","6.7","0","0","0","0","1","0","0","0","0","0"
"1645916.jpg","5.8","0","1","0","1","0","0","0","0","0","0"
"274636.jpg","6.3","1","1","0","0","1","0","0","0","0","0"
"1576450.jpg","6.2","0","0","0","0","1","0","0","0","0","0"
"1319744.jpg","7.5","0","0","0","0","0","1","0","0","0","1"
"457572.jpg","6.7","0","1","0","0","1","0","0","1","0","0"
"101893.jpg","7.1","0","0","1","0","0","0","0","0","0","0"
"118607.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"1790864.jpg","6.8","0","0","1","0","0","0","0","0","1","0"
"120520.jpg","7.2","0","0","0","1","1","0","0","0","0","0"
"158030.jpg","6.9","0","1","0","0","1","0","0","0","0","0"
"1535103.jpg","6.5","0","0","0","0","1","0","0","0","0","0"
"375782.jpg","5.5","0","0","0","1","1","0","0","0","1","0"
"5031892.jpg","6.6","0","1","0","0","0","0","1","0","0","0"
"105885.jpg","6.3","0","0","0","1","1","0","0","0","0","0"
"96211.jpg","5.6","0","0","1","0","0","0","1","0","0","0"
"92842.jpg","6.3","0","0","0","0","1","0","1","1","0","0"
"795426.jpg","6.3","0","0","0","0","1","0","0","0","0","0"
"99611.jpg","6.1","0","1","0","0","0","0","0","1","0","0"
"5321942.jpg","5.7","0","1","0","0","0","0","0","0","0","0"
"1615091.jpg","5","1","0","0","0","0","0","0","0","0","0"
"99520.jpg","5.1","0","0","0","0","1","0","1","0","1","0"
"100911.jpg","5.9","0","1","0","0","1","0","0","0","0","0"
"3727202.jpg","5.2","0","0","1","0","1","0","0","0","0","0"
"775438.jpg","7.2","0","0","0","0","0","0","0","0","0","1"
"1654523.jpg","6.8","0","0","0","1","0","0","1","0","1","0"
"1855325.jpg","5.4","0","0","1","0","0","0","0","1","0","0"
"95488.jpg","5.8","0","1","0","0","0","0","0","1","0","0"
"1726861.jpg","6.7","0","0","1","0","0","1","1","0","0","0"
"4684410.jpg","7.2","0","0","0","0","1","0","0","0","0","1"
"93428.jpg","6.7","1","0","1","0","0","0","1","0","0","0"
"1172203.jpg","7.7","0","1","0","0","0","0","0","0","0","0"
"470883.jpg","7.4","0","1","0","0","1","0","0","0","0","0"
"4721400.jpg","6.7","0","0","0","1","1","0","0","0","0","0"
"2375417.jpg","4.6","0","0","0","0","0","0","1","0","0","0"
"451966.jpg","7.8","0","0","0","0","1","0","0","0","0","0"
"1194615.jpg","6.5","0","0","0","1","1","0","0","0","0","0"
"3230162.jpg","6.8","0","0","0","1","1","0","0","0","0","0"
"112573.jpg","8.4","0","0","0","0","1","0","0","0","0","0"
"111742.jpg","6.2","0","0","0","1","1","0","0","1","0","0"
"111158.jpg","7.8","1","0","1","0","0","0","0","0","0","0"
"1313145.jpg","6.3","0","0","0","0","1","0","0","0","0","0"
"3369806.jpg","6.8","1","0","0","0","0","0","0","0","0","0"
"1793931.jpg","5.3","0","1","0","0","0","0","0","0","0","0"
"136244.jpg","6.1","1","0","0","1","1","0","0","0","0","0"
"1168773.jpg","7.7","0","0","0","0","0","0","0","0","0","1"
"1080695.jpg","6.5","0","0","0","0","1","0","0","0","0","0"
"426138.jpg","5.2","0","0","1","0","0","1","1","0","0","0"
"102749.jpg","5.9","0","1","0","0","0","1","0","0","0","0"
"2397471.jpg","6.9","0","0","0","0","0","0","0","0","0","1"
"120094.jpg","6.7","0","0","0","0","1","0","0","0","0","0"
"1242642.jpg","5.6","0","0","0","1","1","0","0","0","0","0"
"3486392.jpg","3.9","0","1","0","0","0","0","0","0","0","0"
"422458.jpg","6.7","0","0","0","0","1","0","0","0","0","0"
"1592873.jpg","4.3","0","1","0","1","1","0","0","0","0","0"
"388500.jpg","5.5","0","1","0","0","0","0","0","0","0","0"
"100944.jpg","6.8","1","1","0","0","0","0","0","0","0","0"
"371954.jpg","3.8","0","0","1","0","0","0","0","1","0","0"
"800027.jpg","6.7","0","0","0","1","1","0","0","0","0","0"
"90115.jpg","6.6","0","1","0","0","0","0","0","0","0","0"
"351278.jpg","7.1","0","0","0","0","1","0","0","0","0","0"
"1745713.jpg","6.7","0","0","0","0","1","0","0","0","0","0"
"326900.jpg","5.1","0","1","0","0","1","0","0","0","0","0"
"342213.jpg","7","0","0","0","0","0","0","0","0","0","1"
"92563.jpg","7.3","0","0","0","0","0","1","0","1","1","0"
"113211.jpg","7.2","0","1","0","0","1","0","0","0","0","0"
"100757.jpg","7.5","0","1","0","0","1","0","0","0","0","0"
"102982.jpg","6.8","0","1","0","0","0","0","0","0","0","0"
"100747.jpg","7.3","0","1","0","0","1","0","0","0","0","0"
"2435514.jpg","2.9","0","0","0","0","0","0","1","1","0","0"
"107895.jpg","5.3","0","0","0","0","1","0","1","0","0","0"
"164221.jpg","5","0","1","0","1","1","0","0","0","0","0"
"347149.jpg","8.2","1","0","0","0","0","0","0","0","0","0"
"282209.jpg","4.9","0","0","0","0","0","0","1","1","1","0"
"418305.jpg","7","0","0","0","0","1","0","0","0","0","0"
"97328.jpg","5.6","0","0","0","0","1","1","0","0","0","0"
"366943.jpg","7.4","0","0","0","1","1","0","0","0","0","0"
"120880.jpg","5.5","0","0","0","0","1","0","0","0","0","0"
"278723.jpg","4.7","0","0","0","0","0","0","1","0","0","0"
"1937388.jpg","6.4","0","0","1","0","0","0","1","0","0","0"
"1567233.jpg","7.7","0","0","0","0","0","0","0","0","0","1"
"822858.jpg","5.3","0","0","0","0","0","0","1","1","0","0"
"476240.jpg","7.1","0","1","0","0","0","0","0","0","0","0"
"117284.jpg","6.6","0","1","0","0","0","1","0","0","0","0"
"170705.jpg","7.7","0","1","0","0","1","0","0","0","0","0"
"3398052.jpg","6.2","0","1","0","1","1","0","0","0","0","0"
"1208647.jpg","4.8","0","0","1","0","0","0","1","0","0","0"
"1426329.jpg","6.2","0","0","0","0","1","0","0","0","0","0"
"1196112.jpg","7.5","0","0","0","0","0","1","0","0","0","1"
"2465238.jpg","6.6","1","0","1","0","0","0","0","0","0","0"
"93137.jpg","6.7","0","0","1","0","1","0","1","0","0","0"
"108956.jpg","6.6","0","0","0","0","1","0","0","0","0","0"
"4176776.jpg","5.8","0","1","1","0","0","0","0","0","0","0"
"428940.jpg","6.7","0","1","0","0","1","0","0","0","0","0"
"1461249.jpg","5.3","0","0","0","0","1","1","1","0","0","0"
"93260.jpg","6.8","1","1","1","0","0","0","0","0","0","0"
"1715356.jpg","6.9","0","1","0","0","0","0","0","0","0","0"
"981072.jpg","7","0","1","0","0","1","0","0","0","0","0"
"234215.jpg","7.2","0","0","1","0","0","0","0","0","0","0"
"2937696.jpg","7","0","1","0","0","0","0","0","0","0","0"
"3090634.jpg","6.4","0","0","0","0","1","0","0","0","0","0"
"3550902.jpg","4.1","0","0","0","0","0","1","1","0","1","0"
"113409.jpg","7.2","0","0","0","0","0","0","0","1","1","0"
"2915662.jpg","7","0","0","0","0","0","0","0","0","0","1"
"376650.jpg","5.4","0","0","0","0","0","0","1","1","0","0"
"124295.jpg","7.1","0","1","0","0","0","1","0","0","0","1"
"1059790.jpg","4.2","0","0","0","0","0","1","1","0","0","0"
"1233219.jpg","6.3","0","0","0","0","1","0","1","0","0","0"
"933877.jpg","8.3","0","0","0","0","0","0","0","0","0","1"
"111512.jpg","7.6","0","1","1","0","0","0","0","0","0","0"
"494652.jpg","5.3","0","1","0","1","0","0","0","0","0","0"
"162830.jpg","7.3","0","0","0","0","1","0","0","0","0","0"
"981042.jpg","7.1","0","0","0","0","1","0","0","0","0","0"
"3139756.jpg","4.8","0","0","0","0","0","0","1","1","0","0"
"388505.jpg","7.9","0","0","0","0","1","0","0","0","0","0"
"3480164.jpg","6.6","0","0","0","0","1","0","0","0","0","0"
"176250.jpg","6.4","0","0","0","0","1","0","0","0","0","0"
"1808360.jpg","4.3","0","1","0","0","0","0","0","0","0","0"
"1326252.jpg","6.5","0","0","0","0","0","0","0","0","0","1"
"898897.jpg","7.4","0","0","0","0","0","0","0","0","0","1"
"95764.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"139193.jpg","7.6","0","0","0","0","0","0","0","0","0","1"
"288330.jpg","7.7","0","0","0","1","1","0","0","0","0","0"
"3137764.jpg","5.6","0","1","0","0","0","0","0","0","0","0"
"2131532.jpg","6.4","0","0","0","0","0","0","1","1","0","0"
"1060249.jpg","2.2","1","0","1","0","1","0","0","0","0","0"
"1384586.jpg","7.1","0","0","0","0","1","0","0","0","0","0"
"1050160.jpg","5.9","0","1","1","0","0","0","0","1","0","0"
"90274.jpg","5.4","0","1","0","0","0","0","0","0","0","0"
"2380408.jpg","6.5","0","1","0","0","0","0","0","0","0","0"
"2980516.jpg","7.7","0","0","0","1","1","0","0","0","0","0"
"457414.jpg","7.4","0","0","0","0","0","0","0","0","0","1"
"2281095.jpg","7","0","0","0","0","1","0","0","0","0","1"
"369059.jpg","6.6","0","0","0","0","1","0","0","0","0","0"
"455590.jpg","7.7","0","0","0","0","1","0","0","0","0","0"
"470840.jpg","6.9","0","0","0","0","1","0","0","0","0","0"
"391067.jpg","7","0","0","0","0","1","0","0","0","0","0"
"350028.jpg","6","0","1","0","1","1","0","0","0","0","0"
"120263.jpg","7.7","0","1","0","0","1","0","0","0","0","0"
"1205903.jpg","5.1","0","0","1","0","0","1","0","0","1","0"
"96523.jpg","5.6","0","1","0","1","0","0","0","0","0","0"
"111469.jpg","6.7","0","0","0","0","0","0","0","0","0","1"
"275773.jpg","6.5","0","1","1","0","1","0","0","0","0","0"
"145394.jpg","7.5","0","0","0","0","0","0","0","0","0","1"
"90186.jpg","4.7","0","0","0","0","1","1","0","0","1","0"
"3534282.jpg","5.4","1","1","0","0","1","0","0","0","0","0"
"1280501.jpg","7.5","0","0","0","0","1","0","0","0","0","0"
"249326.jpg","6.6","1","0","0","0","0","0","0","0","0","0"
"364385.jpg","6.7","0","0","0","0","0","0","0","1","0","0"
"167116.jpg","6.1","0","0","1","1","0","0","1","0","0","0"
"2554842.jpg","3.4","0","0","0","0","1","0","1","1","0","0"
"2078648.jpg","8.5","0","0","0","0","1","0","0","0","0","0"
"1606384.jpg","7.8","0","0","1","0","1","0","0","0","0","0"
"4790268.jpg","6.5","0","0","1","0","0","0","0","0","0","0"
"343594.jpg","6.7","0","1","0","1","0","0","0","0","0","0"
"3850798.jpg","6.4","0","0","1","0","1","0","0","0","0","0"
"146271.jpg","7.2","0","0","0","1","1","0","0","0","0","0"
"1591123.jpg","5.6","0","0","0","1","0","0","0","0","0","0"
"120329.jpg","6.8","0","0","0","0","1","0","1","0","0","0"
"1985017.jpg","5.4","0","0","0","0","1","0","0","0","1","0"
"804516.jpg","5.9","0","0","0","0","0","1","1","1","0","0"
"265803.jpg","6.2","0","0","0","1","0","0","0","0","0","0"
"1594921.jpg","3.6","0","0","0","0","0","0","0","1","0","0"
"114846.jpg","6.3","0","0","0","1","1","0","0","0","0","0"
"2369127.jpg","6.4","0","0","0","0","1","1","0","0","0","0"
"264616.jpg","7.3","0","0","0","0","1","1","1","0","0","0"
"1550524.jpg","6.8","0","0","0","0","1","0","0","0","0","0"
"372166.jpg","6.9","0","0","0","0","1","0","0","0","0","0"
"940656.jpg","5.5","1","0","0","0","0","0","0","0","0","0"
"4000956.jpg","4.8","0","1","0","0","0","0","0","0","0","0"
"397430.jpg","4.6","0","0","0","0","0","1","0","1","1","0"
"285906.jpg","6.4","0","0","1","0","1","1","0","0","0","0"
"363768.jpg","6.6","0","0","0","0","1","0","0","0","0","0"
"3587396.jpg","7.7","0","0","0","0","0","0","0","0","0","1"
"439574.jpg","7.3","0","0","0","0","0","0","0","0","0","1"
"1094275.jpg","7.2","0","0","0","1","1","0","0","0","0","0"
"108211.jpg","7.5","0","0","0","0","1","0","0","0","0","0"
"1093382.jpg","6.8","0","1","0","0","1","0","0","0","0","0"
"1682187.jpg","6.2","0","1","0","1","0","0","0","0","0","0"
"382365.jpg","6.2","0","1","1","0","0","1","0","0","0","0"
"3598222.jpg","3.7","1","0","1","0","0","0","0","0","0","0"
"109969.jpg","3.3","0","1","0","0","0","0","0","0","0","0"
"362246.jpg","6.5","0","0","0","0","1","0","0","0","0","0"
"116587.jpg","6","0","0","0","1","1","0","0","0","0","0"
"338763.jpg","4.7","1","0","0","0","1","0","0","0","0","0"
"812243.jpg","7.1","0","1","0","0","1","1","0","0","0","0"
"92767.jpg","4.6","0","0","1","0","0","0","1","0","0","0"
"492473.jpg","6.8","0","1","0","0","1","0","0","0","0","0"
"423881.jpg","7","0","1","0","0","1","0","0","1","0","0"
"213968.jpg","7.2","0","0","0","0","0","0","0","1","0","0"
"1031294.jpg","4.2","0","0","0","0","1","0","1","0","1","0"
"1253565.jpg","7.6","0","0","0","0","0","0","0","0","0","1"
"1295072.jpg","6.9","0","1","0","0","1","0","0","0","0","0"
"97815.jpg","7.2","0","1","0","0","0","0","0","0","0","0"
"1629747.jpg","4.1","0","0","0","1","1","0","0","0","0","0"
"114825.jpg","4.5","0","1","0","0","0","0","0","1","0","0"
"107322.jpg","7.6","0","0","0","0","1","0","0","0","0","0"
"386820.jpg","7.1","0","1","0","0","0","0","0","0","0","0"
"3595298.jpg","4.8","0","0","1","0","1","0","0","0","0","0"
"284277.jpg","6.7","0","1","0","1","1","0","0","0","0","0"
"2279786.jpg","7.5","0","0","1","0","0","1","1","0","0","0"
"300902.jpg","4.2","0","0","1","0","0","0","1","0","0","0"
"108187.jpg","3.8","0","1","0","0","0","1","0","0","0","0"
"424430.jpg","7.3","0","0","0","1","1","0","0","0","0","0"
"427528.jpg","4.2","0","0","1","0","1","0","1","0","0","0"
"3328442.jpg","5.4","0","0","0","0","0","0","0","1","1","0"
"352531.jpg","6.8","1","0","1","0","1","0","0","0","0","0"
"1680058.jpg","6.8","0","1","0","0","0","0","0","0","0","0"
"790665.jpg","4.8","0","0","1","0","1","0","1","0","0","0"
"111333.jpg","6.4","0","1","0","0","0","0","0","0","0","0"
"1655400.jpg","5.8","0","0","0","0","1","0","0","0","1","0"
"377556.jpg","7.1","0","1","0","0","1","0","0","0","0","0"
"114732.jpg","7.2","0","1","0","0","0","0","0","0","0","0"
"2332883.jpg","6.8","0","0","0","0","0","0","0","0","0","1"
"1754656.jpg","7.8","1","0","0","0","1","0","0","0","0","0"
"397530.jpg","6.6","0","0","0","0","1","0","0","0","0","0"
"1058058.jpg","6.2","0","0","0","0","0","0","0","0","0","1"
"884177.jpg","7","0","0","0","1","0","0","0","0","0","0"
"329101.jpg","5.8","0","0","1","0","0","0","1","1","0","0"
"90798.jpg","6.7","0","0","0","0","1","0","0","0","0","0"
"141861.jpg","6.6","0","0","0","0","0","0","0","1","0","0"
"197256.jpg","5.7","0","0","0","0","1","0","0","1","0","0"
"480239.jpg","5.7","0","0","0","0","1","0","0","0","1","0"
"1559038.jpg","7.5","0","0","0","0","0","0","0","0","0","1"
"251052.jpg","6.8","0","0","0","0","1","0","0","0","0","0"
"1686018.jpg","3.7","0","0","0","0","0","0","0","1","0","0"
"295701.jpg","5.8","1","0","1","0","0","0","1","0","0","0"
"1346974.jpg","8.1","0","1","0","0","0","0","0","0","0","1"
"486259.jpg","6.5","0","0","0","0","0","0","0","0","0","1"
"2137359.jpg","3.8","0","0","0","0","0","0","1","0","0","0"
"109219.jpg","7","0","1","0","1","1","0","0","0","0","0"
"111361.jpg","3.3","0","1","0","0","0","0","0","0","0","0"
"305396.jpg","5.4","1","1","1","0","0","0","0","0","0","0"
"902290.jpg","6.1","0","1","0","0","0","0","0","1","0","0"
"756672.jpg","5.6","0","0","0","0","0","1","0","1","1","0"
"1287878.jpg","7.8","0","0","0","0","1","0","0","0","0","0"
"2517300.jpg","6.5","0","0","0","0","1","0","0","0","0","0"
"2017634.jpg","6.3","0","0","0","0","0","0","0","0","0","1"
"97428.jpg","6.5","0","1","1","0","0","0","0","0","0","0"
"285005.jpg","6.9","0","0","0","0","1","1","1","0","0","0"
"2072962.jpg","6.9","0","0","0","0","0","1","1","0","1","0"
"969268.jpg","6.9","0","0","0","0","1","0","1","0","0","0"
"1942798.jpg","3.2","0","0","1","0","0","0","1","0","0","0"
"1808587.jpg","4.4","0","1","0","0","1","0","0","0","0","0"
"365748.jpg","8","0","1","0","0","0","0","0","1","0","0"
"1839642.jpg","6.2","0","0","0","1","1","0","0","0","0","0"
"499516.jpg","8","0","0","0","0","0","0","0","0","0","1"
"1906347.jpg","6.2","0","1","0","0","1","0","0","0","0","0"
"1731697.jpg","5.1","0","0","0","0","0","0","1","1","0","0"
"105242.jpg","6.4","0","0","0","0","0","0","0","1","0","0"
"166370.jpg","5.3","0","0","0","0","1","1","0","1","0","0"
"95598.jpg","7.1","0","0","0","1","0","0","0","0","0","0"
"312450.jpg","3.5","0","0","0","0","0","0","0","1","0","0"
"143861.jpg","7.9","0","0","0","0","0","0","0","0","0","1"
"106402.jpg","3.4","0","1","0","0","0","0","0","1","0","0"
"461769.jpg","6.7","0","0","0","0","1","0","0","0","0","0"
"2236054.jpg","6.5","0","0","0","0","0","1","1","0","1","0"
"436331.jpg","5.9","0","1","0","1","1","0","0","0","0","0"
"220806.jpg","6.6","0","0","0","0","0","1","1","1","0","0"
"117603.jpg","6.8","0","0","1","0","1","1","0","0","0","0"
"92099.jpg","6.9","0","0","1","1","1","0","0","0","0","0"
"780622.jpg","5.4","0","1","0","0","0","0","0","1","0","0"
"181836.jpg","6","0","1","1","0","0","0","0","0","0","0"
"1748197.jpg","4.4","0","0","1","0","1","1","0","0","0","0"
"1540052.jpg","6.5","0","0","0","0","0","0","0","0","0","1"
"1104814.jpg","5.3","0","0","0","0","1","0","1","0","0","0"
"1587414.jpg","5.8","1","0","1","0","0","0","0","0","0","0"
"3817848.jpg","7","0","0","0","0","0","0","0","0","0","1"
"420223.jpg","7.6","0","1","0","0","1","0","0","0","0","0"
"486583.jpg","5.6","0","1","0","0","0","0","0","0","0","0"
"385586.jpg","7.8","0","1","0","0","0","0","0","0","0","0"
"2608224.jpg","7.9","0","0","0","0","1","0","0","0","0","0"
"93029.jpg","6.3","0","0","0","0","1","1","1","0","0","0"
"880570.jpg","4.5","0","0","0","0","1","1","0","0","0","0"
"1160004.jpg","6","0","1","0","1","0","0","0","0","0","0"
"345591.jpg","7.5","0","0","0","1","1","0","0","0","0","0"
"840322.jpg","7.3","0","0","0","0","1","0","0","0","0","0"
"181173.jpg","8.1","0","0","0","0","0","0","0","0","0","1"
"120394.jpg","6.7","0","1","0","0","1","0","0","0","0","0"
"1302019.jpg","2.7","0","1","0","0","0","0","0","0","0","0"
"451069.jpg","4.4","0","0","0","0","1","0","0","0","0","0"
"2014319.jpg","4","0","1","0","0","0","0","0","1","0","0"
"106471.jpg","4.6","0","0","0","1","1","0","0","0","1","0"
"1173922.jpg","6.5","0","0","0","0","0","0","0","0","0","1"
"98681.jpg","5.4","0","1","1","0","0","1","0","0","0","0"
"221455.jpg","5.8","0","0","0","0","1","1","0","0","0","0"
"2532528.jpg","7.5","0","0","0","0","1","1","0","0","0","1"
"450680.jpg","6.6","0","0","0","1","1","0","0","0","0","0"
"2049589.jpg","6.9","0","0","0","0","0","0","0","0","0","1"
"385013.jpg","6.2","0","1","0","0","0","0","0","0","0","0"
"2193091.jpg","8.5","0","0","0","0","0","0","0","0","0","1"
"363029.jpg","6.2","0","1","0","0","1","0","0","0","0","0"
"185154.jpg","6.9","0","0","0","0","1","0","0","0","0","0"
"282552.jpg","5.5","0","0","1","0","0","1","1","0","0","0"
"4065842.jpg","7.2","0","1","0","0","0","0","0","0","0","0"
"1334510.jpg","7.3","0","0","0","0","0","0","0","0","0","1"
"1356763.jpg","6.9","0","1","0","0","0","0","0","0","0","1"
"296574.jpg","8","0","0","1","0","1","1","0","0","0","0"
"284478.jpg","6","0","0","0","1","1","0","0","0","0","0"
"108630.jpg","6.7","1","0","0","1","1","0","0","0","0","0"
"2513616.jpg","7.4","0","0","0","0","0","0","0","0","0","1"
"331525.jpg","6.1","0","0","0","0","1","0","1","0","0","0"
"309593.jpg","6.2","0","0","0","0","0","0","1","1","0","0"
"2536846.jpg","7","0","0","0","0","1","0","0","0","0","0"
"1856014.jpg","6.3","0","0","1","0","1","0","1","0","0","0"
"94592.jpg","6.5","0","1","0","1","0","0","0","0","0","0"
"1483753.jpg","7","0","0","0","0","1","0","0","0","0","0"
"116378.jpg","6.6","0","0","0","0","1","1","0","0","0","0"
"2402701.jpg","4.5","0","0","0","0","0","0","0","1","0","0"
"1437362.jpg","5.4","0","0","0","0","1","1","0","0","1","0"
"3261302.jpg","3.5","1","0","0","0","0","0","0","0","0","0"
"1155651.jpg","7.3","0","0","1","0","0","1","0","0","0","0"
"115856.jpg","6.9","0","1","0","1","0","0","0","0","0","0"
"347473.jpg","7","0","1","1","0","1","0","0","0","0","0"
"381442.jpg","6.3","0","1","0","0","0","0","0","0","0","0"
"293567.jpg","6","0","1","0","1","0","0","0","0","0","0"
"2239126.jpg","7.1","0","1","0","0","0","0","0","0","0","1"
"351977.jpg","6.2","0","0","1","0","0","1","0","0","0","0"
"100405.jpg","6.9","0","1","0","1","0","0","0","0","0","0"
"212517.jpg","5.8","0","1","0","1","0","0","0","0","0","0"
"378194.jpg","8","0","0","1","0","1","1","0","0","0","0"
"107225.jpg","6.8","0","1","0","0","0","0","0","0","0","0"
"1151922.jpg","5","0","1","0","1","0","0","0","0","0","0"
"332834.jpg","6.7","0","0","0","0","1","0","0","0","0","0"
"873886.jpg","6.2","0","0","1","0","0","1","0","1","0","0"
"451983.jpg","5.4","0","0","0","0","1","0","1","0","1","0"
"409965.jpg","6.6","0","0","0","0","0","0","0","0","0","1"
"965484.jpg","7.5","0","0","0","0","0","0","0","0","0","1"
"4157220.jpg","7.1","0","0","0","0","0","0","0","0","0","1"
"3137546.jpg","4.3","0","1","0","0","1","0","0","0","0","0"
"133046.jpg","5.2","0","1","0","0","0","0","1","0","0","0"
"2023438.jpg","6.6","0","0","0","0","0","0","0","0","0","1"
"108555.jpg","6.1","0","0","0","0","1","0","1","0","0","0"
"2282973.jpg","6.3","0","0","0","0","1","0","0","0","0","0"
"112945.jpg","6.7","0","0","0","0","1","0","0","0","0","0"
"1639093.jpg","5.6","0","1","0","0","0","0","0","0","0","0"
"473697.jpg","7.3","0","0","0","0","1","1","0","0","0","0"
"4900018.jpg","7.2","0","0","0","0","0","0","0","0","0","1"
"1043756.jpg","6.2","0","0","0","1","0","0","1","0","0","0"
"117039.jpg","7.1","0","0","0","0","1","0","1","0","0","0"
"452631.jpg","7.2","0","0","0","0","1","0","0","0","0","0"
"1418646.jpg","7.1","0","0","0","0","1","0","0","0","0","0"
"1110626.jpg","6.4","0","1","0","1","1","0","0","0","0","0"
"1700258.jpg","6.4","0","1","0","0","0","0","0","0","0","0"
"3546114.jpg","4.9","0","0","0","1","1","0","0","0","0","0"
"1808339.jpg","6.3","0","1","0","1","1","0","0","0","0","0"
"235327.jpg","7.8","0","0","0","0","0","0","0","0","0","1"
"106965.jpg","5.9","1","0","0","0","1","0","0","0","0","0"
"379976.jpg","5.9","0","0","0","0","1","0","0","0","0","0"
"482957.jpg","5.8","0","0","0","0","1","0","1","0","1","0"
"93176.jpg","5.5","0","0","0","0","0","0","1","1","0","0"
"2392830.jpg","7.1","0","0","0","0","1","0","0","0","0","0"
"772168.jpg","6.8","0","0","0","0","1","0","0","0","0","0"
"257568.jpg","4.4","1","1","1","0","0","0","0","0","0","0"
"1452291.jpg","7","0","0","0","0","1","1","0","0","0","1"
"2476154.jpg","4.3","0","1","0","1","1","0","0","0","0","0"
"104662.jpg","7.7","0","1","0","1","1","0","0","0","0","0"
"264761.jpg","6.6","0","1","0","1","1","0","0","0","0","0"
"134084.jpg","5.5","0","0","0","0","0","0","0","1","1","0"
"2831414.jpg","7.4","0","0","0","0","0","0","0","0","0","1"
"817225.jpg","7.5","0","0","0","0","1","0","0","0","0","0"
"1241330.jpg","3.8","0","0","0","0","0","0","1","1","0","0"
"5895028.jpg","8.2","0","0","0","0","0","1","0","0","0","1"
"783550.jpg","7.6","0","0","0","0","0","0","0","0","0","1"
"293654.jpg","6.7","0","1","0","1","1","0","0","0","0","0"
"406816.jpg","6.9","1","0","1","0","1","0","0","0","0","0"
"2321379.jpg","6.6","0","1","0","0","1","0","0","0","0","1"
"400517.jpg","7.6","0","0","0","0","1","0","0","0","0","0"
"487273.jpg","6.8","0","0","0","1","1","0","0","0","0","0"
"210302.jpg","6.9","0","0","0","0","1","0","0","1","0","0"
"206341.jpg","6.8","0","1","0","0","0","0","0","0","0","0"
"1538874.jpg","7.5","0","0","0","0","0","0","0","0","0","1"
"2708254.jpg","6.9","0","0","0","0","1","0","0","0","0","0"
"220331.jpg","5.3","0","1","0","1","0","0","0","0","0","0"
"2456720.jpg","5.2","0","1","0","0","0","0","0","0","0","0"
"96841.jpg","7.1","0","0","0","0","1","0","0","0","0","0"
"1837613.jpg","6.4","0","0","0","0","1","0","0","0","0","0"
"293854.jpg","6.5","1","0","0","0","0","0","0","0","0","0"
"455538.jpg","6.5","0","1","0","0","1","0","0","0","0","0"
"130236.jpg","4.8","0","0","1","0","0","1","1","0","0","0"
"1645155.jpg","6.1","0","0","1","0","0","0","1","0","0","0"
"290332.jpg","4.6","0","1","0","0","0","0","0","0","0","0"
"104658.jpg","7.4","0","0","0","0","1","1","1","0","0","0"
"2731398.jpg","7.7","0","0","0","0","0","0","0","0","0","1"
"119695.jpg","6.2","0","1","1","0","0","1","0","0","0","0"
"1572491.jpg","6.6","0","1","0","0","1","0","0","0","0","0"
"1844633.jpg","4.1","0","0","0","0","0","0","0","1","0","0"
"1185836.jpg","7.2","0","0","0","1","1","0","0","0","0","0"
"245943.jpg","1.6","1","1","1","0","0","0","0","0","0","0"
"1043635.jpg","5.1","0","0","1","0","0","0","1","0","0","0"
"212423.jpg","7.2","0","1","0","1","1","0","0","0","0","0"
"815890.jpg","6.3","1","0","0","0","0","0","0","0","0","0"
